path,text
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-128u\a01-128u-02.png,bitterest opponents on defence joined in .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-128u\a01-128u-03.png,Mr. Powell devoted half his speech to giving
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-128u\a01-128u-04.png,details of plans for improving the hospital
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-128u\a01-128u-08.png,the proposed changes the net cost of the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-128u\a01-128u-09.png,service to the Exchequer will have increased
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-128u\a01-128u-10.png,over three years by 20 per cent.
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-01.png,development being limited or an
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-02.png,"adjustment being made in financing . """
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-03.png,The Government decided to adjust
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-04.png,the financing - which Mr. Powell
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-05.png,claimed was underpinning - not
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-06.png,undermining - the service . Answering the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-07.png,"attack on "" economic charges "" for welfare"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-08.png,"foods , Mr. Powell said that all these"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-09.png,foods would still be free in families
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132\a01-132-10.png,receiving regular National Assistance
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-00.png,""" That cannot continue without either development"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-01.png,being limited or an adjustment being made
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-02.png,"in financing . "" The Government decided to"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-03.png,adjust the financing - which Mr. Powell
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-04.png,claimed was underpinning - not undermining -
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-05.png,the service . Answering the attack on
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-06.png,""" economic charges "" for welfare foods , Mr."
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-07.png,Powell said that all these foods would
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-08.png,still be free in families receiving regular
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132u\a01-132u-09.png,National Assistance grants .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-00.png,""" That cannot continue without either development"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-01.png,being limited or an adjustment being made
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-02.png,"in financing . "" The Government decided to adjust"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-03.png,the financing - which Mr. Powell claimed was
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-04.png,underpinning - not undermining - the service .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-05.png,"Answering the attack on "" economic charges """
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-06.png,"for welfare , Mr. Powell said that all these"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-07.png,foods would still be free in families receiving
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a01\a01-132x\a01-132x-08.png,regular National Assistance grants .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-00.png,"MR. Macmillan has picked a strong "" brains trust """
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-01.png,team to negotiate terms for joining the Common Market .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-02.png,And he has abandoned plans to visit President de
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-03.png,Gaulle this month to smooth the way . General
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-04.png,de Gaulle's official welcome last week
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-05.png,to Britain's moves towards the Six was
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-06.png,"taken as a friendly gesture in Whitehall ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-000\a02-000-07.png,but no more than that .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-00.png,So the idea of personal mission by
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-01.png,the Prime Minister to Paris was dropped
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-02.png,Instead Mr. Macmillan will rely on a
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-03.png,hand-picked team under the leadership of
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-05.png,"France , to back Mr. Edward Heath , Lord"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-06.png,"Privy Seal , who is charged with the conduct"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-07.png,of negotiations with the Six . At the same
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-08.png,time the Prime Minister has offered
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-004\a02-004-10.png,safeguard their interests
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-00.png,"Seven Commonwealth countries have told Mr. Sandys ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-01.png,"Commonwealth Relations Secretary , that they wish to be kept"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-02.png,"in touch in London . Three of them - Canada , Australia ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-03.png,New Zealand - will have strong delegations at an opening
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-04.png,meeting in London on Monday . Once the Common
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-05.png,Market's Council of Ministers draws up the procedure
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-07.png,countries can arrange for observers to advise the British
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-008\a02-008-08.png,negotiating team .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-00.png,The team is composed of experienced
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-01.png,negotiators in several fields . Sir Pier-
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-02.png,son Dixon has a wide reputation as
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-03.png,a skilful backstage negotiator since
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-04.png,his days as Britain's chief UN dele-
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-05.png,gate . Second in command is Mr.
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-07.png,"tary at the Ministry of Agriculture ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-08.png,"Food , and Fisheries . The Foreign Office"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-012\a02-012-09.png,is represented by Sir Roderick Barclay
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-017\a02-017-00.png,Other leading members are : Sir Henry Lintott from
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-017\a02-017-01.png,"the Commonwealth Relations Office , Sir William"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-017\a02-017-02.png,"Corell-Barnes ( Colonial Office ) , Mr. G. R. Bell"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-017\a02-017-04.png,They will accompany Mr. Heath next month when
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-017\a02-017-05.png,"he goes to Brussels , headquarters of the Common"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-017\a02-017-06.png,"Market Commission , or wherever the Six decide"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-017\a02-017-07.png,negotiations should be held .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-020\a02-020-00.png,Some of the problems were reviewed yesterday at a
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-020\a02-020-01.png,"meeting in Paris between M. Couve de Murville , French"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-020\a02-020-02.png,"Foreign Minister , and Mr. Heath . MR. Selwyn Lloyd -"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-020\a02-020-03.png,a man with troubles enough back home - seems
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-020\a02-020-04.png,fated to fly into trouble abroad . Last year it was
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-020\a02-020-05.png,"the riots in Istanbul , which enlivened the NATO"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-020\a02-020-06.png,Council meeting .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-024\a02-024-00.png,Now we have the strikes and demonstrations in
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-024\a02-024-02.png,monwealth Economic Consultative Council - the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-024\a02-024-03.png,first to be held in Africa . Only a few hours af-
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-024\a02-024-04.png,ter Mr Lloyd and his 24-strong delegation landed
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-024\a02-024-05.png,"at Accra this morning , hundreds of shop assistants"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-024\a02-024-06.png,demonstrated outside the British-owned Kingsway
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-024\a02-024-07.png,"Stores , the largest in town ."
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-00.png,The stores had been hit by the same strike wave
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-01.png,that has paralysed the port of Takoradi for the past
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-02.png,"week . Root of the discontent : The austerity Budget ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-03.png,including a compulsory savings scheme which the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-04.png,Ghana Government introduced in July . Ghana's strong
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-05.png,"man is not here to face the storm . President Nkrumah ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-06.png,having made his contribution to the neutrals' conference
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-07.png,"in Belgrade , has resumed his holiday on the Black"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-08.png,Sea and no one here professes to know when he
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-027\a02-027-09.png,will return .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-032\a02-032-00.png,But in his absence his chief lieutenants have
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-032\a02-032-01.png,not let him down . The strong arm of authority has
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-032\a02-032-02.png,been raised against the strikers and is now beginning
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-032\a02-032-03.png,"to tell . Today's Ghanaian Times ( motto : "" The welfare"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-032\a02-032-04.png,"of the people is the supreme law "" ) reports : "" The"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-032\a02-032-05.png,Government has been urged to take immediate ac-
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-032\a02-032-06.png,"tion to deal ruthlessly with the strikers . """
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-00.png,The urge came from a conference of activists of
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-01.png,"Nkrumah's Convention Party "" after powerful addresses"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-02.png,"by Comrades Krobo Edusei , Tawia Adamafio , "" and"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-03.png,others . Strong deeds followed strong words . In Takoradi
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-05.png,the Government adequate power to maintain all
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-06.png,essential services and ensure food supplies . Thus it
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-07.png,becomes an offence punishable with imprisonment
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-037\a02-037-08.png,"for anyone who "" publishes a report likely to cause"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-042\a02-042-01.png,on anyone convicted of sabotage . These stern measures
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-042\a02-042-02.png,had the desired effect today at Kumasi where the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-042\a02-042-05.png,police and 16 armoured cars . And how did the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-042\a02-042-06.png,Government react when the strikers demonstrated in
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-042\a02-042-07.png,Accra ?
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-046\a02-046-01.png,"bably the toughest man in Mr. Nkrumah's team ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-046\a02-046-02.png,drove up to the Kingsway Stores and faced the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-046\a02-046-03.png,"demonstrators , most of them shopgirls in overalls ."
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-046\a02-046-04.png,""" If you have not dispersed by ten o'clock , "" he"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-046\a02-046-05.png,"told them , ' the police will act . ' At five to ten"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-046\a02-046-06.png,a posse of police arrived and in less than
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-046\a02-046-07.png,two minutes the crowd had gone .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-050\a02-050-01.png,the President back from his travels it might have been
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-050\a02-050-02.png,thought that the muster from the 13 States of the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-050\a02-050-03.png,Commonwealth was an occasion worthy of his presence .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-050\a02-050-04.png,After all it was Mr. Nkrumah who suggested that this
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-050\a02-050-05.png,year the Economic Consultative Council should meet
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-050\a02-050-06.png,in Accra .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-050\a02-050-07.png,* enough
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-053\a02-053-01.png,"Minister , to do the honours as host , in which capacity"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-053\a02-053-02.png,he held a reception tonight in Accra's Ambassador
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-053\a02-053-03.png,"Hotel . POLICE , on direct orders from the Cabinet , are"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-053\a02-053-04.png,openly intimidating members of Earl Russell's nuclear-
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-053\a02-053-05.png,"disarming Committee of 100 , the Committee claimed"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-053\a02-053-06.png,yesterday . It said pressure was being put on
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-053\a02-053-07.png,members and associates all over the country .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-057\a02-057-00.png,It alleged : Phones were being tapped and
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-057\a02-057-02.png,"people "" on no pretext whatsoever , except"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-057\a02-057-03.png,"to pass the time of day "" ; Supporters had"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-057\a02-057-04.png,been warned - one that his connection
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-057\a02-057-06.png,that anti-apartheid agitation was
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-057\a02-057-07.png,"all right , but support for the committee"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-062\a02-062-05.png,"today , including Lord Russell , Lady Russell ,"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-062\a02-062-07.png,Mr. Clark .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-00.png,They are required to show why they
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-01.png,should not be bound over for disturbing
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-02.png,the peace and for inciting a breach
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-03.png,of the peace . The summonses say they
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-04.png,"are "" likely to persevere in such unlawful"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-05.png,"conduct . "" Lord Russell , 89 , was"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-06.png,"putting his affairs in order , and"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-08.png,"yesterday . His secretary , American-born"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-067\a02-067-09.png,"Mr. Ralph Schoenman , said :"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-00.png,""" He is not going to agree to be bound over . That will"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-01.png,"probably mean jail and , though frail , he is very fit and"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-02.png,will take the rigours of prison in his stride . He
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-03.png,"hopes to be allowed to do some writing . "" Back at"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-04.png,"the Press conference , Mr. Clark said two committee"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-05.png,"members tried a "" plant "" call on suspect phone . They"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-06.png,discussed a sit-down at Watford at 5.30 p.m. - none
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-072\a02-072-07.png,was planned but police turned up .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-078\a02-078-00.png,Sir Roy Welensky said today that he no
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-078\a02-078-01.png,longer accepted the good faith of Mr. Kenneth
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-078\a02-078-04.png,Party was a monster as vicious as the Zambia
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-078\a02-078-05.png,"National Congress , which was led by Mr. Kaunda"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-078\a02-078-06.png,until he was outlawed in 1959 . The record
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-078\a02-078-07.png,of lawlessness among UNIP supporters went
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-078\a02-078-08.png,"back a long way , Sir Roy told the"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-00.png,He cited cases in which hundreds of UNIP supporters
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-01.png,had been arrested or convicted since last year on
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-02.png,charges of creating disturbances . During the first
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-03.png,three weeks of the present trouble 287 incidents
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-04.png,had been reported in Northern Rhodesia . More
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-05.png,than 500 people - 167 of them members of
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-06.png,the UNIP - were convicted last month in the
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-082\a02-082-07.png,Northern Province alone .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-086\a02-086-00.png,""" Against this background must be taken Mr."
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-086\a02-086-01.png,Kaunda's repeated statements that all he is
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-086\a02-086-03.png,"Sir Roy . "" I am now compelled to say that"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-086\a02-086-04.png,"I don't accept his good faith . "" He said"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-086\a02-086-05.png,Mr. Kaunda must know that his statements
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-086\a02-086-06.png,"had stimulated violence , but he had done"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-086\a02-086-07.png,nothing to stop it .
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-090\a02-090-00.png,""" It is true he made a point of again being absent"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-090\a02-090-01.png,from Northern Rhodesia when his followers have
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-090\a02-090-04.png,if UNIP did not get its way what would happen
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-090\a02-090-05.png,"would make the Mau Mau in Kenya "" seem like a"
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-093\a02-093-00.png,JOHN DICKIE writes : Mr. Macmillan gave top
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-093\a02-093-01.png,priority to the clash over Northern Rhodesia on his
C:\Users\User\Documents\GitHub\HTR-VT_Bachelor\data\iam\lines\a02\a02-093\a02-093-02.png,return from Scotland yesterday . He summoned Mr.
